Country,,Children per Women,Fertility,Population,,Year
Equatorial Guinea,,5.5,124,9.62,,2005
Eritrea,,4.88,69.9,13.2,,2005
Estonia,,1.58,21.1,6.65,,2005
Eswatini,,3.82,87.6,12,,2005
Ethiopia,,5.52,77.4,10.4,,2005
Faeroe Islands,,,10.6,,,2005
Falkland Is (Malvinas),,,0,,,2005
Fiji,,2.82,44.5,9.25,,2005
Finland,,1.84,9.4,5.85,,2005
France,,1.96,7.34,6.08,,2005
French Guiana,,3.66,86.7,8.88,,2005
French Polynesia,,2.22,52,10.1,,2005
Gabon,,4.19,93.3,10.7,,2005
Gambia,,5.81,81.8,11,,2005
Georgia,,1.71,45.4,7.38,,2005
Germany,,1.36,10.3,5.45,,2005
Ghana,,4.44,72.9,10.8,,2005
Gibraltar,,,0,,,2005
Greece,,1.42,11.3,5.23,,2005
Greenland,,2.26,57.6,,,2005
Grenada,,2.32,44.2,10.3,,2005
Guadeloupe,,2.07,0,7.09,,2005
Guam,,2.6,52.1,8.63,,2005
Guatemala,,3.83,109,10.8,,2005
Guinea,,5.65,159,10.8,,2005
Guinea-Bissau,,5.31,115,11.2,,2005
Guyana,,2.8,71.1,9.33,,2005
Haiti,,3.67,47.6,11,,2005
Honduras,,3.33,95,10.8,,2005
"Hong Kong, China",,0.99,3.36,5.98,,2005
Hungary,,1.31,19.7,5.77,,2005
Iceland,,2.09,14.4,7.19,,2005
India,,2.9,88.8,9.93,,2005
Indonesia,,2.51,45.9,9.48,,2005
Iran,,1.81,30.3,12.3,,2005
Iraq,,4.55,92.6,10.6,,2005
Ireland,,1.99,16.2,6.76,,2005
Israel,,2.92,14.4,7.74,,2005
Italy,,1.38,6.7,4.66,,2005
Jamaica,,2.33,78.9,9.3,,2005
Japan,,1.32,5.18,4.91,,2005
Jordan,,3.73,27.4,10.4,,2005
Kazakhstan,,2.37,29.7,9.89,,2005
Kenya,,4.76,101,11.4,,2005
Kiribati,,3.9,0,11.2,,2005
Kuwait,,2.45,14.3,8.5,,2005
Kyrgyz Republic,,2.65,33.5,11.5,,2005
Lao,,3.52,41.6,11.9,,2005
Latvia,,1.43,17.8,7.07,,2005
Lebanon,,1.68,16.9,10.4,,2005
Lesotho,,3.47,76.7,11.7,,2005
Liberia,,5.37,143,10.2,,2005
Libya,,2.46,3.3,10.9,,2005
Liechtenstein,,,3.9,,,2005
Lithuania,,1.35,19,7,,2005
Luxembourg,,1.63,10.4,5.75,,2005
"Macao, China",,0.87,3.19,9.84,,2005
Madagascar,,4.96,137,10.4,,2005
Malawi,,5.83,127,11.2,,2005
Malaysia,,2.25,14.4,10.1,,2005
Maldives,,2.29,14.3,13.3,,2005
Mali,,6.76,187,10.4,,2005
Malta,,1.38,16.4,6.81,,2005
Marshall Islands,,,105,,,2005
Martinique,,2.02,20.6,7.45,,2005
Mauritania,,5.14,81,10.8,,2005
Mauritius,,1.78,35.6,7.8,,2005
Mayotte,,4.67,0,11,,2005
Mexico,,2.46,71.4,9.6,,2005
"Micronesia, Fed. Sts.",,3.74,27.2,11.6,,2005
Moldova,,1.23,34.5,9.24,,2005
Mongolia,,2.24,21,12.3,,2005
Montenegro,,1.83,18.7,6.99,,2005
Montserrat,,,0,,,2005
Morocco,,2.57,16,10,,2005
Mozambique,,5.71,155,10.1,,2005
Myanmar,,2.66,16.9,9.44,,2005
Namibia,,3.64,75.9,11.5,,2005
Nauru,,,0,,,2005
Nepal,,3.15,107,10.6,,2005
Netherlands,,1.72,5.46,5.9,,2005
Netherlands Antilles,,2.02,33.2,,,2005
New Caledonia,,2.28,19.8,8.82,,2005
New Zealand,,2.09,28.1,7.15,,2005
Nicaragua,,2.62,114,11,,2005
Niger,,7.59,208,9.85,,2005
Nigeria,,5.96,120,10.4,,2005
Niue,,,0,,,2005
North Korea,,2,0.722,7.67,,2005
North Macedonia,,1.5,22.8,7.77,,2005
Northern Mariana Islands,,,0,,,2005
Norway,,1.9,8.7,6.24,,2005
Oman,,2.91,11,12.5,,2005
Pakistan,,4.02,33.6,11.1,,2005
Palau,,,0,,,2005
Palestine,,4.7,57.1,11.4,,2005
Panama,,2.64,83.9,9.08,,2005
Papua New Guinea,,4.21,67.7,10,,2005
Paraguay,,2.97,74.3,11,,2005
Peru,,2.65,56.1,9.97,,2005
Philippines,,3.43,54,10.3,,2005
Poland,,1.32,14.8,6.96,,2005
Portugal,,1.4,16.6,5.19,,2005
Puerto Rico,,1.76,56.1,7.54,,2005
Qatar,,2.43,16.6,8.55,,2005
Reunion,,2.42,43.9,8.65,,2005
Romania,,1.4,35.3,7.37,,2005
Russia,,1.3,29.6,7.47,,2005
Rwanda,,5.02,39.9,11.7,,2005
Samoa,,4.46,30,9.83,,2005
San Marino,,,0,,,2005
Sao Tome and Principe,,4.97,68.9,11.2,,2005
Saudi Arabia,,3.33,13.4,11.1,,2005
Senegal,,5.13,106,10.9,,2005
Serbia,,1.61,22.8,6.84,,2005
Seychelles,,2.27,57.9,8.01,,2005
Sierra Leone,,5.75,144,10.7,,2005
Singapore,,1.28,5.2,6.81,,2005
Slovak Republic,,1.27,19.8,7.12,,2005
Slovenia,,1.36,4.54,5.75,,2005
Solomon Islands,,4.46,70.3,10.4,,2005
Somalia,,7.23,70.5,10.1,,2005
South Africa,,2.66,61.5,10.8,,2005
South Korea,,1.16,2.26,5.95,,2005
South Sudan,,5.72,,10.6,,2005
Spain,,1.37,11.8,4.96,,2005
Sri Lanka,,2.28,24.3,8.23,,2005
St. Helena,,,0,,,2005
St. Kitts and Nevis,,,0,,,2005
St. Lucia,,1.63,61.7,10.2,,2005
St. Vincent and the Grenadines,,2.15,60.1,9.61,,2005
Sudan,,5.09,64.2,10.3,,2005
Suriname,,2.64,40.5,9.09,,2005
Sweden,,1.87,6.39,6.43,,2005
Switzerland,,1.44,4.73,5.65,,2005
Syria,,3.47,43.3,11.3,,2005
Taiwan,,1.12,7,6.72,,2005
Tajikistan,,3.49,29,12.5,,2005
Tanzania,,5.62,131,10.8,,2005
Thailand,,1.56,43.4,7.43,,2005
Timor-Leste,,6.69,66.7,10.6,,2005
Togo,,5.12,68,10.7,,2005
Tokelau,,,0,,,2005
Tonga,,4.1,22.1,9.47,,2005
Trinidad and Tobago,,1.78,34.8,9.09,,2005
Tunisia,,2,5.85,10,,2005
Turkey,,2.24,39.9,8.92,,2005
Turkmenistan,,2.65,20.2,11.4,,2005
Turks and Caicos Islands,,,0,,,2005
Tuvalu,,,0,,,2005
Uganda,,6.51,155,11.1,,2005
Ukraine,,1.3,27.7,6.52,,2005
United Arab Emirates,,2.07,26.3,9.51,,2005
United Kingdom,,1.8,29.1,6.3,,2005
United States,,2.11,41.6,7,,2005
Uruguay,,2.14,61.6,7.39,,2005
Uzbekistan,,2.46,13.9,11.6,,2005
Vanuatu,,3.76,54.8,10.7,,2005
Venezuela,,2.6,90.3,9.85,,2005
Vietnam,,1.9,26.6,10.2,,2005
Virgin Islands (U.S.),,2.35,30.9,7.02,,2005
Wallis et Futuna,,,9.4,,,2005
Western Sahara,,2.61,,10.3,,2005
Yemen,,5.25,81.3,12.2,,2005
Zambia,,5.72,149,11,,2005
Zimbabwe,,3.99,66.7,12.5,,2005
Afghanistan,,6.46,119,10.5,,2006
Albania,,1.67,11.2,9.77,,2006
Algeria,,2.66,7.34,11.1,,2006
American Samoa,,,0,,,2006
Andorra,,,7.3,,,2006
Angola,,6.37,171,10.8,,2006
Anguilla,,,0,,,2006
Antigua and Barbuda,,2.18,0,8.12,,2006
Argentina,,2.41,64.5,8.39,,2006
Armenia,,1.4,26.4,9.28,,2006
Aruba,,1.74,38.6,6.47,,2006
Australia,,1.92,15.4,6.77,,2006
Austria,,1.38,11.2,5.72,,2006
Azerbaijan,,1.84,33.9,10.6,,2006
Bahamas,,1.87,31.8,8.55,,2006
Bahrain,,2.29,14.9,8.47,,2006
Bangladesh,,2.44,78.9,10.6,,2006
Barbados,,1.77,42.6,6.55,,2006
Belarus,,1.4,20.6,6.82,,2006
Belgium,,1.8,10.5,5.78,,2006
Belize,,2.89,78.7,10.6,,2006
Benin,,5.52,112,10.5,,2006
Bermuda,,,12.9,,,2006
Bhutan,,2.64,50.2,12.2,,2006
Bolivia,,3.43,78.2,10.1,,2006
Bosnia and Herzegovina,,1.29,16.4,6.99,,2006
Botswana,,2.92,52.1,10.7,,2006
Brazil,,1.88,75.6,8.88,,2006
British Virgin Islands,,,27.4,,,2006
Brunei,,1.81,25.1,9.16,,2006
Bulgaria,,1.42,40.2,5.9,,2006
Burkina Faso,,6.12,125,10.6,,2006
Burundi,,6.53,18.6,12.5,,2006
Cambodia,,3.09,41.8,10.9,,2006
Cameroon,,5.27,128,11.1,,2006
Canada,,1.62,13.9,6.53,,2006
Cape Verde,,2.93,81.6,12.3,,2006
Cayman Islands,,,0,,,2006
Central African Republic,,5.32,107,10.7,,2006
Chad,,6.9,165,10.6,,2006
Channel Islands,,1.42,9.91,5.57,,2006
Chile,,1.95,58.3,8.5,,2006
China,,1.58,8.43,8.99,,2006
Colombia,,2.12,74.3,9.26,,2006
Comoros,,5.11,58,11.1,,2006
"Congo, Dem. Rep.",,6.61,201,10.3,,2006
"Congo, Rep.",,5.01,119,10.1,,2006
Cook Is,,,0,,,2006
Costa Rica,,2.01,65.6,9.57,,2006
Cote d'Ivoire,,5.34,129,10.9,,2006
Croatia,,1.41,13.5,5.71,,2006
Cuba,,1.58,45.2,7.11,,2006
Curaçao,,,,6.93,,2006
Cyprus,,1.48,6.55,7.77,,2006
Czech Republic,,1.39,10.9,5.96,,2006
Denmark,,1.85,5.9,5.86,,2006
Djibouti,,3.62,22.9,11.4,,2006
Dominica,,,0,,,2006
Dominican Republic,,2.69,109,10.1,,2006
Ecuador,,2.74,82.8,9.78,,2006
Egypt,,3.02,46.6,10.6,,2006
El Salvador,,2.41,82.7,9.97,,2006
Equatorial Guinea,,5.43,123,9.58,,2006
Eritrea,,4.82,66.5,12.7,,2006
Estonia,,1.62,22.6,6.37,,2006
Eswatini,,3.76,83.8,12.1,,2006
Ethiopia,,5.36,72.4,10.5,,2006
Faeroe Islands,,,11.3,,,2006
Falkland Is (Malvinas),,,0,,,2006
Fiji,,2.77,45.2,9.25,,2006
Finland,,1.83,9.2,5.91,,2006
France,,1.97,7.17,5.98,,2006
French Guiana,,3.64,83.5,8.79,,2006
French Polynesia,,2.18,51.1,9.73,,2006
Gabon,,4.16,89.9,10.7,,2006
Gambia,,5.79,76.6,11.1,,2006
Georgia,,1.77,44.6,7.27,,2006
Germany,,1.36,9.97,5.34,,2006
Ghana,,4.39,71.1,10.7,,2006
Gibraltar,,,0,,,2006
Greece,,1.44,11.1,5.13,,2006
Greenland,,2.3,54.6,,,2006
Grenada,,2.3,42.4,9.99,,2006
Guadeloupe,,2.06,0,6.86,,2006
Guam,,2.56,51.5,8.7,,2006
Guatemala,,3.7,107,10.8,,2006
Guinea,,5.58,157,10.8,,2006
Guinea-Bissau,,5.24,111,11.2,,2006
Guyana,,2.76,68.3,9.76,,2006
Haiti,,3.58,46.4,10.9,,2006
Honduras,,3.2,93.1,10.8,,2006
"Hong Kong, China",,1.02,3.2,5.92,,2006
Hungary,,1.32,19.4,5.76,,2006
Iceland,,2.1,14.2,7.33,,2006
India,,2.82,86.3,9.83,,2006
Indonesia,,2.51,45.1,9.27,,2006
Iran,,1.79,29.5,11.7,,2006
Iraq,,4.55,98,10.5,,2006
Ireland,,1.99,17.8,6.54,,2006
Israel,,2.93,14,7.62,,2006
Italy,,1.4,6.66,4.64,,2006
Jamaica,,2.29,77.3,9.38,,2006
Japan,,1.33,5.02,4.8,,2006
Jordan,,3.71,26.5,10.4,,2006
Kazakhstan,,2.47,30,9.71,,2006
Kenya,,4.68,100,11.1,,2006
Kiribati,,3.88,0,10.8,,2006
Kuwait,,2.4,13.8,8.46,,2006
Kyrgyz Republic,,2.73,34.1,11.5,,2006
Lao,,3.42,39,12,,2006
Latvia,,1.46,18,6.76,,2006
Lebanon,,1.63,16.2,10.5,,2006
Lesotho,,3.41,73.5,11.5,,2006
Liberia,,5.28,143,10.1,,2006
Libya,,2.44,3.16,10.6,,2006
Liechtenstein,,,0,,,2006
Lithuania,,1.39,18.5,6.91,,2006
Luxembourg,,1.62,10.2,5.78,,2006
"Macao, China",,0.91,3,9.44,,2006
Madagascar,,4.87,134,10.5,,2006
Malawi,,5.73,119,11.2,,2006
Malaysia,,2.22,14.2,10.1,,2006
Maldives,,2.26,12.2,13,,2006
Mali,,6.72,186,10.3,,2006
Malta,,1.38,16.7,6.74,,2006
Marshall Islands,,,0,,,2006
Martinique,,2.04,20,7.15,,2006
Mauritania,,5.1,79.2,10.7,,2006
Mauritius,,1.72,35.4,7.98,,2006
Mayotte,,4.61,0,10.6,,2006
Mexico,,2.42,70.6,9.56,,2006
"Micronesia, Fed. Sts.",,3.66,25.4,11.3,,2006
Moldova,,1.24,33.8,8.92,,2006
Mongolia,,2.33,20.8,11.8,,2006
Montenegro,,1.82,18.1,6.9,,2006
Montserrat,,,0,,,2006
Morocco,,2.56,15.1,9.92,,2006
Mozambique,,5.67,149,10.1,,2006
Myanmar,,2.59,16.3,9.25,,2006
Namibia,,3.62,74.4,11.5,,2006
Nauru,,,0,,,2006
Nepal,,3.01,103,10.7,,2006
Netherlands,,1.72,5.06,5.94,,2006
Netherlands Antilles,,1.99,0,,,2006
New Caledonia,,2.27,20,8.46,,2006
New Zealand,,2.11,31.3,7.16,,2006
Nicaragua,,2.57,113,10.9,,2006
Niger,,7.57,207,9.85,,2006
Nigeria,,5.93,118,10.3,,2006
Niue,,,0,,,2006
North Korea,,2,0.656,7.74,,2006
North Macedonia,,1.48,22,7.7,,2006
Northern Mariana Islands,,,0,,,2006
Norway,,1.9,9.1,6.33,,2006
Oman,,2.89,9.23,12.3,,2006
Pakistan,,3.98,31.6,11.1,,2006
Palau,,,0,,,2006
Palestine,,4.62,53.5,11.6,,2006
Panama,,2.64,82.6,8.98,,2006
Papua New Guinea,,4.16,66.9,9.95,,2006
Paraguay,,2.91,72.3,11,,2006
Peru,,2.62,54.7,9.85,,2006
Philippines,,3.35,54.1,10.3,,2006
Poland,,1.34,14.8,6.77,,2006
Portugal,,1.38,16.6,5.1,,2006
Puerto Rico,,1.73,53.8,7.52,,2006
Qatar,,2.31,16.2,8.21,,2006
Reunion,,2.42,42.8,8.43,,2006
Romania,,1.43,35.3,6.85,,2006
Russia,,1.41,30,7.04,,2006
Rwanda,,4.9,38.7,11.4,,2006
Samoa,,4.45,28.3,9.97,,2006
San Marino,,,0,,,2006
Sao Tome and Principe,,4.93,66.1,10.8,,2006
Saudi Arabia,,3.24,11.6,11.2,,2006
Senegal,,5.11,106,10.9,,2006
Serbia,,1.6,22.1,6.72,,2006
Seychelles,,2.29,62.2,7.98,,2006
Sierra Leone,,5.62,144,10.7,,2006
Singapore,,1.29,4.75,6.83,,2006
Slovak Republic,,1.29,20.3,6.96,,2006
Slovenia,,1.4,4.8,5.51,,2006
Solomon Islands,,4.41,70.3,10.3,,2006
Somalia,,7.14,70.1,10.2,,2006
South Africa,,2.64,59.2,10.5,,2006
South Korea,,1.16,2.27,6.08,,2006
South Sudan,,5.64,,10.6,,2006
Spain,,1.38,13,4.88,,2006
Sri Lanka,,2.27,23.6,8.08,,2006
St. Helena,,,0,,,2006
St. Kitts and Nevis,,,0,,,2006
St. Lucia,,1.6,61.6,9.84,,2006
St. Vincent and the Grenadines,,2.13,58.9,9.44,,2006
Sudan,,5.03,61.9,10.3,,2006
Suriname,,2.61,39.5,9.13,,2006
Sweden,,1.89,5.96,6.59,,2006
Switzerland,,1.46,4.58,5.69,,2006
Syria,,3.39,42.8,11,,2006
Taiwan,,1.1,6,6.68,,2006
Tajikistan,,3.49,28.4,12.3,,2006
Tanzania,,5.58,130,10.7,,2006
Thailand,,1.56,43.3,7.3,,2006
Timor-Leste,,6.59,65.8,10.9,,2006
Togo,,5.06,65.3,10.5,,2006
Tokelau,,,0,,,2006
Tonga,,4.06,22.3,9.63,,2006
Trinidad and Tobago,,1.79,34.7,8.62,,2006
Tunisia,,2.02,5.68,9.65,,2006
Turkey,,2.21,39.2,8.76,,2006
Turkmenistan,,2.67,19.5,11.4,,2006
Turks and Caicos Islands,,,0,,,2006
Tuvalu,,,0,,,2006
Uganda,,6.42,150,11.1,,2006
Ukraine,,1.34,30.1,6.32,,2006
United Arab Emirates,,2.01,26.7,9.29,,2006
United Kingdom,,1.84,29.6,6.31,,2006
United States,,2.12,41.2,7,,2006
Uruguay,,2.13,61.1,7.44,,2006
Uzbekistan,,2.46,13.8,11.5,,2006
Vanuatu,,3.68,54,10.7,,2006
Venezuela,,2.56,89.9,9.73,,2006
Vietnam,,1.91,26.9,10.2,,2006
Virgin Islands (U.S.),,2.38,29.2,6.96,,2006
Wallis et Futuna,,,17.9,,,2006
Western Sahara,,2.58,,10.3,,2006
Yemen,,5.09,78.8,12.3,,2006
Zambia,,5.64,147,11,,2006
Zimbabwe,,4,64.6,12.3,,2006
Afghanistan,,6.25,115,10.4,,2007
Albania,,1.65,11.2,9.52,,2007
Algeria,,2.75,7.09,10.8,,2007
American Samoa,,,0,,,2007
Andorra,,,8.9,,,2007
Angola,,6.31,167,10.8,,2007
Anguilla,,,0,,,2007
Antigua and Barbuda,,2.16,0,8.07,,2007
Argentina,,2.4,67.4,8.39,,2007
Armenia,,1.4,27.2,8.95,,2007
Aruba,,1.73,35.8,6.45,,2007
Australia,,1.94,16.8,6.72,,2007
Austria,,1.41,11.2,5.76,,2007
Azerbaijan,,1.87,33.4,10.4,,2007
Bahamas,,1.88,31.1,8.48,,2007
Bahrain,,2.23,14.9,8.28,,2007
Bangladesh,,2.38,76.8,10.5,,2007
Barbados,,1.77,42.2,6.54,,2007
Belarus,,1.45,20.8,6.47,,2007
Belgium,,1.81,10.3,5.81,,2007
Belize,,2.82,77.1,10.7,,2007
Benin,,5.47,109,10.5,,2007
Bermuda,,,16,,,2007
Bhutan,,2.55,49.1,12.1,,2007
Bolivia,,3.35,77.5,10.1,,2007
Bosnia and Herzegovina,,1.3,15.8,6.8,,2007
Botswana,,2.9,50.5,10.6,,2007
Brazil,,1.85,75.7,8.75,,2007
British Virgin Islands,,,0,,,2007
Brunei,,1.81,24.6,9.22,,2007
Bulgaria,,1.45,42.1,5.64,,2007
Burkina Faso,,6.04,123,10.6,,2007
Burundi,,6.45,19.1,12.4,,2007
Cambodia,,3.02,40,11,,2007
Cameroon,,5.22,125,11,,2007
Canada,,1.63,13.4,6.52,,2007
Cape Verde,,2.83,79.1,12.2,,2007
Cayman Islands,,,0,,,2007
Central African Republic,,5.29,105,10.7,,2007
Chad,,6.8,159,10.7,,2007
Channel Islands,,1.42,9.61,5.61,,2007
Chile,,1.93,57.8,8.48,,2007
China,,1.58,8.56,8.27,,2007
Colombia,,2.08,73.1,9.29,,2007
Comoros,,5.05,56.6,11,,2007
"Congo, Dem. Rep.",,6.57,195,10.3,,2007
"Congo, Rep.",,5,118,9.98,,2007
Cook Is,,,0,,,2007
Costa Rica,,1.98,64.9,9.41,,2007
Cote d'Ivoire,,5.3,125,11,,2007
Croatia,,1.43,13.3,5.49,,2007
Cuba,,1.6,45,6.8,,2007
Curaçao,,,,6.92,,2007
Cyprus,,1.46,6.33,7.81,,2007
Czech Republic,,1.42,11.2,5.88,,2007
Denmark,,1.89,6.2,6.02,,2007
Djibouti,,3.5,22.2,11,,2007
Dominica,,,0,,,2007
Dominican Republic,,2.66,108,10.2,,2007
Ecuador,,2.71,82.3,9.71,,2007
Egypt,,3.06,45.4,10.3,,2007
El Salvador,,2.36,81.4,10.1,,2007
Equatorial Guinea,,5.36,121,9.44,,2007
Eritrea,,4.75,64,12,,2007
Estonia,,1.64,21.1,6.01,,2007
Eswatini,,3.69,80.7,12.1,,2007
Ethiopia,,5.2,67.6,10.7,,2007
Faeroe Islands,,,0,,,2007
Falkland Is (Malvinas),,,0,,,2007
Fiji,,2.74,44.8,9.32,,2007
Finland,,1.85,8.7,5.99,,2007
France,,1.98,6.94,5.88,,2007
French Guiana,,3.62,0,8.68,,2007
French Polynesia,,2.16,50.5,9.35,,2007
Gabon,,4.14,88.1,10.7,,2007
Gambia,,5.76,74.6,11.2,,2007
Georgia,,1.82,43.6,7.12,,2007
Germany,,1.37,9.65,5.21,,2007
Ghana,,4.35,69.4,10.7,,2007
Gibraltar,,,0,,,2007
Greece,,1.44,12,5.05,,2007
Greenland,,2.25,53.2,,,2007
Grenada,,2.28,41,9.76,,2007
Guadeloupe,,2.05,0,6.85,,2007
Guam,,2.53,51.2,8.75,,2007
Guatemala,,3.58,106,10.9,,2007
Guinea,,5.5,153,10.8,,2007
Guinea-Bissau,,5.17,108,11.1,,2007
Guyana,,2.72,65.4,10.3,,2007
Haiti,,3.49,45.4,10.8,,2007
Honduras,,3.09,91.7,10.8,,2007
"Hong Kong, China",,1.05,3.4,5.86,,2007
Hungary,,1.32,19.9,5.79,,2007
Iceland,,2.1,14.6,7.45,,2007
India,,2.75,84,9.72,,2007
Indonesia,,2.5,44.6,9.07,,2007
Iran,,1.78,28.6,11,,2007
Iraq,,4.55,95.5,10.5,,2007
Ireland,,2,17.5,6.34,,2007
Israel,,2.95,14,7.49,,2007
Italy,,1.41,7.04,4.62,,2007
Jamaica,,2.25,75.8,9.47,,2007
Japan,,1.34,5.22,4.7,,2007
Jordan,,3.69,25.9,10.3,,2007
Kazakhstan,,2.55,29.1,9.43,,2007
Kenya,,4.58,99.8,10.9,,2007
Kiribati,,3.87,0,10.4,,2007
Kuwait,,2.34,13.9,8.22,,2007
Kyrgyz Republic,,2.82,33.9,11.4,,2007
Lao,,3.33,37.2,12.1,,2007
Latvia,,1.49,17,6.41,,2007
Lebanon,,1.6,16,10.7,,2007
Lesotho,,3.37,70.9,11.4,,2007
Liberia,,5.19,139,9.95,,2007
Libya,,2.43,3.04,10.3,,2007
Liechtenstein,,,0,,,2007
Lithuania,,1.43,18.8,6.82,,2007
Luxembourg,,1.61,8.68,5.79,,2007
"Macao, China",,0.96,3.37,8.83,,2007
Madagascar,,4.78,132,10.6,,2007
Malawi,,5.61,117,11.1,,2007
Malaysia,,2.19,13.3,10.1,,2007
Maldives,,2.24,11.8,12.6,,2007
Mali,,6.67,183,10.3,,2007
Malta,,1.38,18.7,6.62,,2007
Marshall Islands,,,0,,,2007
Martinique,,2.04,0,6.85,,2007
Mauritania,,5.06,77.7,10.6,,2007
Mauritius,,1.67,34.7,8.17,,2007
Mayotte,,4.54,0,10.2,,2007
Mexico,,2.39,69.6,9.53,,2007
"Micronesia, Fed. Sts.",,3.59,24,11.3,,2007
Moldova,,1.26,32.9,8.51,,2007
Mongolia,,2.43,20.4,11.2,,2007
Montenegro,,1.81,17.5,6.86,,2007
Montserrat,,,0,,,2007
Morocco,,2.56,14.3,9.83,,2007
Mozambique,,5.64,144,10.1,,2007
Myanmar,,2.53,15.4,9.13,,2007
Namibia,,3.61,70.4,11.5,,2007
Nauru,,,0,,,2007
Nepal,,2.87,100,10.7,,2007
Netherlands,,1.77,4.9,5.96,,2007
Netherlands Antilles,,1.97,0,,,2007
New Caledonia,,2.27,20,7.98,,2007
New Zealand,,2.12,32.9,7.15,,2007
Nicaragua,,2.52,111,10.8,,2007
Niger,,7.54,204,9.87,,2007
Nigeria,,5.9,117,10.2,,2007
Niue,,,0,,,2007
North Korea,,1.99,0.652,7.82,,2007
North Macedonia,,1.47,21.1,7.63,,2007
Northern Mariana Islands,,,0,,,2007
Norway,,1.96,9.3,6.4,,2007
Oman,,2.89,9.25,11.9,,2007
Pakistan,,3.94,30.9,11.1,,2007
Palau,,,0,,,2007
Palestine,,4.55,52.5,11.8,,2007
Panama,,2.63,81.3,8.88,,2007
Papua New Guinea,,4.1,65.9,9.92,,2007
Paraguay,,2.85,71.2,10.9,,2007
Peru,,2.59,53.5,9.71,,2007
Philippines,,3.28,52.6,10.3,,2007
Poland,,1.36,14.3,6.59,,2007
Portugal,,1.36,15.7,5.05,,2007
Puerto Rico,,1.69,53.2,7.54,,2007
Qatar,,2.21,16,7.59,,2007
Reunion,,2.41,0,8.24,,2007
Romania,,1.45,38.5,6.29,,2007
Russia,,1.49,28.7,6.54,,2007
Rwanda,,4.77,38,11.2,,2007
Samoa,,4.43,27.7,10.1,,2007
San Marino,,,0,,,2007
Sao Tome and Principe,,4.88,64,10.5,,2007
Saudi Arabia,,3.15,13.7,11.2,,2007
Senegal,,5.1,103,10.8,,2007
Serbia,,1.58,21.5,6.57,,2007
Seychelles,,2.32,63.5,8.03,,2007
Sierra Leone,,5.49,136,10.7,,2007
Singapore,,1.28,5.15,6.96,,2007
Slovak Republic,,1.32,19.5,6.77,,2007
Slovenia,,1.44,4.87,5.26,,2007
Solomon Islands,,4.36,69.2,10.3,,2007
Somalia,,7.06,69.7,10.3,,2007
South Africa,,2.62,57.4,10.3,,2007
South Korea,,1.17,2.98,6.31,,2007
South Sudan,,5.55,,10.7,,2007
Spain,,1.38,13.4,4.81,,2007
Sri Lanka,,2.26,23.3,7.99,,2007
St. Helena,,,0,,,2007
St. Kitts and Nevis,,,0,,,2007
St. Lucia,,1.57,60.5,9.67,,2007
St. Vincent and the Grenadines,,2.11,58,9.39,,2007
Sudan,,4.98,60.1,10.4,,2007
Suriname,,2.58,38.6,9.2,,2007
Sweden,,1.92,6.08,6.72,,2007
Switzerland,,1.47,4.45,5.7,,2007
Syria,,3.33,41.5,10.6,,2007
Taiwan,,1.05,5,6.7,,2007
Tajikistan,,3.49,27.8,12,,2007
Tanzania,,5.54,130,10.7,,2007
Thailand,,1.55,42.1,7.2,,2007
Timor-Leste,,6.48,63.1,11.2,,2007
Togo,,5,63.1,10.4,,2007
Tokelau,,,0,,,2007
Tonga,,4.01,21.4,9.93,,2007
Trinidad and Tobago,,1.8,34.1,8.17,,2007
Tunisia,,2.06,5.41,9.27,,2007
Turkey,,2.19,37.4,8.62,,2007
Turkmenistan,,2.71,19,11.3,,2007
Turks and Caicos Islands,,,0,,,2007
Tuvalu,,,0,,,2007
Uganda,,6.34,145,11.2,,2007
Ukraine,,1.38,31.8,6.05,,2007
United Arab Emirates,,1.95,26,8.77,,2007
United Kingdom,,1.86,29.7,6.26,,2007
United States,,2.07,38.4,6.99,,2007
Uruguay,,2.11,60.7,7.49,,2007
Uzbekistan,,2.46,13.6,11.4,,2007
Vanuatu,,3.61,53.3,10.4,,2007
Venezuela,,2.53,89.4,9.59,,2007
Vietnam,,1.92,26,10.2,,2007
Virgin Islands (U.S.),,2.41,27.6,6.95,,2007
Wallis et Futuna,,,12.5,,,2007
Western Sahara,,2.56,,10.3,,2007
Yemen,,4.94,76.3,12.5,,2007
Zambia,,5.56,145,11,,2007
Zimbabwe,,4.01,62.4,12,,2007
Afghanistan,,6.04,111,10.4,,2008
Albania,,1.65,11.2,9.32,,2008
Algeria,,2.83,6.84,10.5,,2008
American Samoa,,,0,,,2008
Andorra,,,5.1,,,2008
Angola,,6.24,162,10.7,,2008
Anguilla,,,0,,,2008
Antigua and Barbuda,,2.15,0,8.02,,2008
Argentina,,2.38,68.2,8.37,,2008
Armenia,,1.6,29.4,8.56,,2008
Aruba,,1.71,35.9,6.53,,2008
Australia,,1.94,16.4,6.61,,2008
Austria,,1.39,10.3,5.77,,2008
Azerbaijan,,1.91,32.9,10.1,,2008
Bahamas,,1.88,30.4,8.51,,2008
Bahrain,,2.18,14.9,7.96,,2008
Bangladesh,,2.32,74.7,10.4,,2008
Barbados,,1.78,41.9,6.53,,2008
Belarus,,1.5,20.7,6.12,,2008
Belgium,,1.81,10.3,5.8,,2008
Belize,,2.76,75.5,10.7,,2008
Benin,,5.42,106,10.5,,2008
Bermuda,,,16.4,,,2008
Bhutan,,2.46,48,12,,2008
